TEAM,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,POSS
Golden State Warriors,82,48,34,3956.0,110.4,108.5,1.9,53.9,1.69,16.3,30.1,67.2,48.1,13.1,51.1,54.8,99.96,49.6,"8,249"
Cleveland Cavaliers,82,45,37,3971.0,104.8,105.4,-0.6,55.8,1.43,15.7,33.4,71.5,51.8,15.2,48.0,52.0,91.06,49.0,"7,540"
Washington Wizards,82,43,39,3981.0,107.6,107.9,-0.3,53.8,1.49,15.6,32.0,69.5,50.3,14.4,48.9,53.5,90.85,48.8,"7,533"
Portland Trail Blazers,82,41,41,3981.0,105.9,106.8,-0.8,59.0,1.64,17.0,30.3,68.4,49.5,14.3,48.9,53.2,89.10,49.5,"7,381"
Toronto Raptors,82,41,41,3966.0,108.9,105.6,3.3,62.0,2.04,18.7,26.9,70.9,48.9,12.7,51.1,55.1,91.35,51.9,"7,543"
Philadelphia 76ers,82,40,42,3951.0,105.1,104.7,0.5,54.7,1.43,15.9,35.1,68.8,51.5,15.6,48.2,52.2,91.56,50.0,"7,536"
Sacramento Kings,82,38,44,3966.0,106.2,108.6,-2.4,51.5,1.19,14.9,29.0,68.9,49.3,16.6,50.3,55.6,95.81,48.3,"7,920"
Atlanta Hawks,82,37,45,3971.0,105.5,107.3,-1.8,60.6,1.48,17.0,32.9,68.2,50.6,16.0,48.3,53.5,92.35,49.8,"7,634"
Indiana Pacers,82,36,46,3951.0,105.1,106.3,-1.2,60.1,1.51,16.9,27.8,70.1,48.7,15.2,49.8,54.0,98.64,48.5,"8,111"
New Jersey Nets,82,34,48,3966.0,102.3,107.7,-5.4,67.4,1.57,18.0,30.0,70.6,50.2,16.0,48.1,52.8,92.96,47.5,"7,679"
Chicago Bulls,82,33,49,3961.0,102.9,106.0,-3.1,60.6,1.51,16.7,32.5,68.7,50.0,15.4,47.0,51.5,94.04,48.0,"7,754"
Charlotte Bobcats,82,32,50,3976.0,103.7,108.2,-4.5,59.1,1.45,16.6,29.4,67.4,48.3,15.7,49.2,53.2,92.75,46.9,"7,678"
Milwaukee Bucks,82,26,56,3971.0,103.9,111.1,-7.2,58.2,1.45,16.5,33.2,69.4,50.6,15.8,48.2,52.2,92.61,45.2,"7,654"
Los Angeles Clippers,82,23,59,3961.0,99.9,107.4,-7.5,61.4,1.47,16.7,26.7,70.3,48.4,15.3,46.5,51.9,93.38,46.1,"7,698"
New York Knicks,82,23,59,3976.0,103.5,110.4,-6.8,51.6,1.29,14.7,32.1,69.7,50.2,15.5,47.5,51.8,92.76,44.0,"7,676"
Memphis Grizzlies,82,22,60,3961.0,103.9,110.2,-6.3,51.4,1.26,14.9,27.7,70.6,48.9,15.7,50.0,53.9,96.33,45.1,"7,945"
Minnesota Timberwolves,82,22,60,3946.0,102.7,110.0,-7.3,53.0,1.37,15.6,31.4,70.3,50.1,15.6,48.4,51.8,92.84,43.5,"7,632"
Seattle SuperSonics,82,20,62,3966.0,99.6,108.3,-8.6,55.9,1.33,15.9,30.5,70.0,50.2,16.3,46.7,50.9,97.32,45.0,"8,030"
Miami Heat,82,15,67,3966.0,99.4,108.8,-9.4,58.5,1.37,16.3,26.4,68.1,47.0,15.9,48.2,52.2,91.24,44.5,"7,538"
Cleveland Cavaliers,82,66,16,3956.0,111.2,101.6,9.6,55.0,1.59,16.4,30.6,70.7,51.2,14.1,51.9,56.0,89.61,55.9,"7,395"
Los Angeles Lakers,82,65,17,3956.0,111.4,103.5,7.9,57.7,1.73,17.3,32.6,69.8,51.4,14.0,51.3,55.5,95.49,54.7,"7,874"
Boston Celtics,82,62,20,3976.0,109.5,101.6,7.9,60.6,1.45,17.8,31.4,71.5,52.4,16.9,52.8,57.1,91.15,56.2,"7,560"
Orlando Magic,82,59,23,3946.0,108.3,101.3,7.1,54.4,1.39,15.6,27.3,71.7,50.2,14.9,52.0,55.9,92.99,54.5,"7,649"
Denver Nuggets,82,54,28,3946.0,109.0,105.6,3.4,59.5,1.45,16.9,31.1,68.3,50.3,16.0,51.2,56.3,95.39,52.9,"7,848"
Portland Trail Blazers,82,54,28,3966.0,112.1,106.1,6.0,55.2,1.58,16.4,35.5,70.8,52.8,14.5,51.1,55.3,88.02,53.1,"7,273"
San Antonio Spurs,82,54,28,3981.0,107.6,103.4,4.2,57.1,1.80,17.3,25.8,74.0,50.2,13.0,51.3,54.8,89.19,52.3,"7,395"
Houston Rockets,82,53,29,3961.0,107.1,102.9,4.2,56.2,1.44,16.2,30.8,71.4,51.7,15.4,50.1,54.8,91.23,53.0,"7,532"
Dallas Mavericks,82,50,32,3961.0,109.0,107.0,2.0,56.9,1.71,17.0,29.7,70.7,50.4,13.6,50.4,55.0,92.68,52.2,"7,651"
New Orleans Hornets,82,49,33,3951.0,107.6,105.8,1.8,55.3,1.56,16.3,28.2,70.7,49.6,14.1,50.1,54.8,88.74,51.5,"7,303"
Utah Jazz,82,48,34,3976.0,108.5,105.8,2.7,64.4,1.67,18.4,31.6,69.3,50.5,15.5,50.4,55.4,94.47,53.5,"7,827"
Atlanta Hawks,82,47,35,3941.0,108.3,106.7,1.7,56.1,1.58,16.4,29.5,68.2,49.0,14.1,50.4,54.6,90.44,50.7,"7,428"
Phoenix Suns,82,46,36,3951.0,112.4,110.4,2.0,56.5,1.48,17.4,30.8,68.2,50.3,16.1,54.5,58.4,96.99,52.5,"7,984"
Miami Heat,82,43,39,3991.0,106.8,106.5,0.3,55.1,1.63,16.3,28.2,69.3,48.4,13.6,50.0,54.0,90.80,50.5,"7,547"
Chicago Bulls,82,41,41,3986.0,107.2,107.5,-0.3,55.4,1.45,16.1,32.1,67.5,49.8,15.3,49.3,54.1,94.10,49.9,"7,816"
Philadelphia 76ers,82,41,41,3951.0,106.3,106.1,0.2,55.0,1.42,15.8,34.2,68.0,50.8,15.4,48.5,53.2,91.30,50.3,"7,512"
Detroit Pistons,82,39,43,3981.0,105.8,106.4,-0.6,56.7,1.74,16.7,31.1,71.1,50.8,13.3,48.3,52.4,88.02,49.6,"7,302"
Indiana Pacers,82,36,46,3966.0,107.2,108.2,-1.0,55.1,1.49,16.3,29.1,70.7,49.8,14.8,50.1,54.5,97.34,48.9,"8,037"
Charlotte Bobcats,82,35,47,3986.0,103.7,105.0,-1.3,60.7,1.36,17.0,32.1,68.6,50.4,17.3,49.4,53.6,89.18,49.5,"7,401"
Milwaukee Bucks,82,34,48,3956.0,105.2,106.3,-1.1,59.9,1.56,16.8,31.0,69.9,49.6,14.9,48.3,53.1,93.89,48.5,"7,736"
New Jersey Nets,82,34,48,3966.0,106.8,109.5,-2.7,55.9,1.52,16.0,28.8,70.3,49.3,14.3,49.7,54.3,91.12,47.4,"7,530"
Toronto Raptors,82,33,49,3961.0,105.5,108.6,-3.0,60.1,1.67,17.5,27.6,70.6,49.3,14.3,49.4,54.2,93.26,49.2,"7,697"
New York Knicks,82,32,50,3961.0,107.0,109.4,-2.5,55.1,1.48,16.0,27.7,69.6,48.0,14.6,50.3,54.4,97.82,46.7,"8,066"
Golden State Warriors,82,29,53,3976.0,108.0,111.7,-3.7,53.0,1.42,15.4,29.3,65.2,47.3,14.6,49.7,54.9,99.57,47.8,"8,247"
Memphis Grizzlies,82,24,58,3961.0,102.3,108.2,-6.0,49.7,1.14,14.2,29.7,69.7,49.5,16.6,48.6,53.3,91.22,45.7,"7,528"
Minnesota Timberwolves,82,24,58,3961.0,104.9,109.9,-5.0,56.1,1.44,15.9,32.1,71.7,51.1,15.2,48.1,52.6,92.76,45.3,"7,645"
Oklahoma City Thunder,82,23,59,3961.0,101.4,107.6,-6.2,55.5,1.25,15.6,30.9,71.6,50.8,17.0,47.1,52.1,95.10,46.4,"7,841"
Los Angeles Clippers,82,19,63,3976.0,101.0,110.1,-9.2,58.3,1.41,16.4,28.7,67.9,47.9,15.8,48.1,52.0,93.30,44.1,"7,723"
Washington Wizards,82,19,63,3941.0,104.0,112.1,-8.1,54.8,1.43,15.8,31.3,68.9,49.5,15.1,48.0,52.4,92.26,44.8,"7,576"
Sacramento Kings,82,17,65,3981.0,104.4,113.4,-9.0,54.1,1.28,15.3,28.9,66.9,47.7,16.0,49.1,54.2,95.29,44.0,"7,901"
Cleveland Cavaliers,82,61,21,3956.0,110.6,103.8,6.8,59.2,1.61,17.7,29.3,72.5,51.9,15.0,53.2,57.0,91.77,55.2,"7,573"
Orlando Magic,82,59,23,3946.0,110.7,102.8,7.9,53.7,1.40,15.8,28.0,72.6,51.2,15.2,53.6,57.3,92.54,55.1,"7,614"
Los Angeles Lakers,82,57,25,3966.0,107.6,102.7,4.9,55.0,1.58,16.2,31.4,70.8,51.2,14.1,49.6,53.8,93.73,52.9,"7,749"
Dallas Mavericks,82,55,27,3976.0,107.8,105.0,2.8,61.1,1.81,18.0,27.9,69.7,49.3,13.7,50.6,55.2,93.60,53.4,"7,757"
Phoenix Suns,82,54,28,3946.0,113.9,109.1,4.8,57.3,1.58,17.5,31.1,67.3,50.3,15.2,54.6,58.5,96.43,53.6,"7,937"
Atlanta Hawks,82,53,29,3971.0,111.0,106.0,4.9,56.2,1.83,17.1,32.0,68.5,50.2,13.0,50.6,54.5,90.77,52.3,"7,515"
Denver Nuggets,82,53,29,3956.0,110.8,106.5,4.4,55.0,1.51,16.1,30.4,68.7,49.8,14.4,50.9,56.1,95.61,52.4,"7,876"
Utah Jazz,82,53,29,3951.0,109.7,104.0,5.7,67.8,1.76,19.8,31.3,71.8,52.0,16.0,52.4,56.5,94.68,55.0,"7,791"
Boston Celtics,82,50,32,3956.0,106.9,103.2,3.7,63.5,1.58,18.5,27.4,69.7,49.3,16.0,52.2,56.4,92.22,54.0,"7,609"
Oklahoma City Thunder,82,50,32,3961.0,107.0,103.5,3.5,53.5,1.34,15.5,32.0,69.4,51.1,15.8,49.4,54.7,94.13,53.2,"7,774"
Portland Trail Blazers,82,50,32,3971.0,109.6,106.1,3.5,56.3,1.65,16.6,32.0,70.2,51.0,13.8,49.9,54.7,88.64,52.5,"7,339"
San Antonio Spurs,82,50,32,3956.0,109.3,103.9,5.4,58.1,1.64,17.4,30.3,72.0,51.5,14.7,51.5,55.2,92.26,53.2,"7,605"
Miami Heat,82,47,35,3976.0,105.7,103.4,2.4,51.9,1.43,15.4,29.4,70.1,50.0,14.4,49.6,53.7,90.30,52.2,"7,485"
Milwaukee Bucks,82,46,36,3996.0,104.0,101.9,2.1,57.0,1.60,16.4,29.8,72.6,50.1,14.1,48.2,51.8,92.60,49.5,"7,698"
Charlotte Bobcats,82,44,38,3976.0,103.9,102.0,1.9,58.0,1.29,16.1,31.5,69.8,51.0,17.2,49.0,53.8,90.91,51.8,"7,519"
Houston Rockets,82,42,40,3981.0,106.8,106.8,0.0,57.9,1.51,16.5,30.9,69.9,49.8,15.1,49.4,53.7,94.91,48.9,"7,857"
Chicago Bulls,82,41,41,3981.0,102.6,104.2,-1.6,55.3,1.45,16.0,30.3,70.9,50.9,15.1,47.7,52.0,94.02,50.0,"7,794"
Memphis Grizzlies,82,40,42,3981.0,107.5,109.0,-1.5,47.9,1.24,14.4,35.5,69.8,52.3,16.0,49.4,53.6,94.29,48.6,"7,816"
Toronto Raptors,82,40,42,3956.0,110.2,112.2,-2.0,56.4,1.64,17.1,28.8,69.2,49.5,14.2,52.1,56.4,93.94,48.9,"7,746"
New Orleans Hornets,82,37,45,3966.0,106.5,108.9,-2.4,57.5,1.66,17.3,28.2,69.6,48.6,14.3,50.6,54.3,93.53,48.4,"7,721"
Indiana Pacers,82,32,50,3941.0,103.0,106.0,-3.0,57.3,1.40,16.1,25.5,69.0,47.3,15.4,49.1,53.6,97.77,47.6,"8,024"
Los Angeles Clippers,82,29,53,3941.0,102.3,109.1,-6.8,60.3,1.41,17.1,30.5,69.7,50.0,16.8,49.1,52.9,93.44,46.5,"7,670"
New York Knicks,82,29,53,3976.0,106.4,110.3,-4.0,56.7,1.54,16.6,26.8,69.1,47.6,14.6,50.9,54.7,95.03,47.4,"7,872"
Detroit Pistons,82,27,55,3956.0,104.5,110.3,-5.9,54.1,1.45,15.5,34.6,69.7,51.0,14.9,47.4,51.5,89.46,44.8,"7,379"
Philadelphia 76ers,82,27,55,3961.0,104.8,108.9,-4.1,55.8,1.45,16.4,31.0,69.3,49.8,15.6,49.6,53.4,92.72,47.8,"7,648"
Golden State Warriors,82,26,56,3946.0,107.0,110.3,-3.3,55.2,1.53,16.5,25.4,65.9,45.3,14.4,51.4,55.7,101.52,47.0,"8,338"
Washington Wizards,82,26,56,3966.0,103.1,108.3,-5.3,51.8,1.28,15.0,31.7,69.1,50.1,15.9,48.1,52.4,92.60,46.2,"7,656"
Sacramento Kings,82,25,57,3976.0,104.4,109.1,-4.7,53.4,1.37,15.7,31.5,70.0,50.4,15.6,49.1,52.8,94.78,46.7,"7,855"
Minnesota Timberwolves,82,15,67,3956.0,100.6,110.4,-9.8,52.4,1.22,15.0,30.8,70.5,50.1,16.7,47.8,51.8,97.12,43.2,"8,002"
New Jersey Nets,82,12,70,3956.0,99.3,108.9,-9.6,54.7,1.30,15.1,28.5,68.6,47.8,15.5,45.8,50.9,92.65,42.9,"7,628"
Chicago Bulls,82,62,20,3966.0,107.2,99.5,7.8,60.1,1.57,17.3,33.2,71.7,52.8,15.4,50.1,54.1,91.20,55.5,"7,542"
San Antonio Spurs,82,61,21,3956.0,110.5,104.4,6.1,58.3,1.67,17.5,27.6,71.1,50.0,14.3,52.7,56.7,93.34,53.8,"7,691"
Miami Heat,82,58,24,3956.0,110.6,102.9,7.8,54.1,1.44,16.1,28.7,71.5,51.4,15.1,52.4,57.3,91.63,55.6,"7,564"
Dallas Mavericks,82,57,25,3941.0,108.4,104.1,4.4,63.7,1.71,18.7,27.8,71.3,50.4,15.1,52.5,56.5,92.24,53.8,"7,581"
Los Angeles Lakers,82,57,25,3966.0,109.6,103.3,6.3,57.6,1.68,17.0,32.5,69.2,51.3,14.1,50.2,54.5,91.78,54.1,"7,594"
Boston Celtics,82,56,26,3956.0,105.5,99.8,5.7,63.5,1.61,18.8,25.7,70.9,49.7,15.9,51.9,56.1,90.92,55.8,"7,500"
Oklahoma City Thunder,82,55,27,4001.0,109.9,105.9,3.9,54.5,1.45,15.8,30.6,69.7,50.7,14.8,50.1,56.1,93.84,52.9,"7,824"
Orlando Magic,82,52,30,3966.0,107.4,101.8,5.6,55.3,1.34,15.9,30.4,72.3,51.8,16.2,52.1,55.4,91.55,53.4,"7,575"
Denver Nuggets,82,50,32,3941.0,111.7,106.8,4.9,57.6,1.57,17.0,28.3,71.6,50.6,14.7,52.6,57.4,96.06,52.4,"7,888"
Portland Trail Blazers,82,48,34,3961.0,107.3,105.7,1.6,58.8,1.62,16.9,33.1,68.2,49.9,14.5,48.6,53.3,89.13,51.6,"7,359"
Memphis Grizzlies,82,46,36,3976.0,107.0,104.5,2.5,52.8,1.48,16.0,33.3,68.2,50.5,15.0,49.3,53.4,92.42,51.8,"7,656"
New Orleans Hornets,82,46,36,3966.0,105.4,104.4,1.0,57.4,1.58,16.8,28.9,72.1,50.3,14.5,49.3,53.7,89.40,50.7,"7,387"
Atlanta Hawks,82,44,38,3946.0,105.1,105.8,-0.7,60.7,1.61,17.7,27.4,71.0,49.4,15.1,50.1,54.2,90.22,49.3,"7,410"
Houston Rockets,82,43,39,3976.0,110.2,107.9,2.3,61.7,1.76,17.8,31.5,69.0,50.1,14.1,50.3,55.0,95.14,51.5,"7,880"
New York Knicks,82,42,40,3956.0,109.9,109.0,1.0,56.0,1.56,16.4,27.3,67.6,47.3,14.1,51.3,56.1,96.47,50.4,"7,945"
Philadelphia 76ers,82,41,41,3986.0,105.3,103.8,1.5,59.6,1.75,17.6,27.8,71.4,49.7,13.8,49.4,53.5,92.78,51.0,"7,709"
Phoenix Suns,82,40,42,4001.0,108.6,109.4,-0.8,60.4,1.66,17.9,27.5,68.1,48.0,14.7,52.2,55.9,95.18,49.4,"7,930"
Utah Jazz,82,39,43,3976.0,107.0,108.8,-1.8,62.7,1.63,18.0,31.4,67.9,49.6,15.4,49.8,54.4,92.03,50.0,"7,619"
Indiana Pacers,82,37,45,3956.0,104.1,105.0,-0.9,53.6,1.28,15.2,29.7,70.3,50.1,16.0,48.6,53.3,95.50,49.2,"7,864"
Golden State Warriors,82,36,46,3966.0,107.1,109.4,-2.3,56.8,1.54,17.0,30.0,65.9,47.6,15.1,51.0,54.4,95.85,47.2,"7,916"
Milwaukee Bucks,82,35,47,3966.0,100.8,101.5,-0.8,54.9,1.40,15.3,28.7,71.0,49.2,14.8,46.7,51.1,90.57,48.8,"7,477"
Charlotte Bobcats,82,34,48,3961.0,102.8,107.0,-4.2,60.1,1.45,16.9,29.8,70.5,50.2,16.0,48.2,52.8,90.30,48.0,"7,444"
Los Angeles Clippers,82,32,50,3971.0,104.8,108.0,-3.2,60.1,1.35,16.9,33.0,69.2,51.1,17.4,49.6,53.5,93.35,48.3,"7,718"
Detroit Pistons,82,30,52,3976.0,107.0,110.7,-3.7,56.6,1.62,16.8,31.7,68.1,49.1,14.4,49.5,53.3,89.79,46.4,"7,428"
New Jersey Nets,82,24,58,4001.0,102.1,108.9,-6.8,59.0,1.50,16.6,30.4,70.0,49.7,15.2,47.4,51.7,90.70,45.2,"7,563"
Sacramento Kings,82,24,58,3971.0,102.9,108.4,-5.5,53.4,1.27,15.4,33.4,70.2,51.2,16.7,48.0,51.9,95.76,46.2,"7,923"
Washington Wizards,82,23,59,3986.0,101.3,109.1,-7.8,52.2,1.27,14.9,31.7,67.1,48.8,16.0,47.1,51.3,94.76,44.5,"7,871"
Toronto Raptors,82,22,60,3956.0,105.2,111.7,-6.5,57.1,1.49,16.8,31.4,68.5,49.5,15.6,49.1,53.3,93.78,45.9,"7,723"
Cleveland Cavaliers,82,19,63,3951.0,101.5,110.9,-9.5,59.6,1.48,16.4,28.3,69.9,48.5,15.1,47.2,51.8,93.76,44.1,"7,715"
Minnesota Timberwolves,82,17,65,3956.0,103.2,109.9,-6.7,53.4,1.18,15.0,33.6,69.8,51.2,17.4,48.3,52.6,97.49,44.3,"8,034"
Chicago Bulls,66,50,16,3188.0,106.3,97.5,8.8,61.9,1.65,17.7,36.1,70.3,53.6,15.4,49.0,52.3,89.98,56.1,"5,982"
San Antonio Spurs,66,50,16,3188.0,110.0,102.3,7.7,58.5,1.71,17.8,28.2,72.0,50.7,14.4,52.8,56.2,93.67,54.6,"6,220"
Oklahoma City Thunder,66,47,19,3198.0,108.4,102.1,6.3,49.7,1.13,14.6,30.4,68.7,50.9,17.2,51.6,56.7,94.11,54.2,"6,273"
Miami Heat,66,46,20,3208.0,105.6,99.2,6.4,53.8,1.31,15.9,29.9,69.3,50.4,16.3,50.5,54.9,92.07,55.3,"6,154"
Indiana Pacers,66,42,24,3198.0,105.5,102.1,3.3,52.2,1.33,14.7,33.3,68.9,51.1,15.1,47.4,52.6,91.68,52.1,"6,115"
Los Angeles Lakers,66,41,25,3213.0,104.5,103.2,1.3,61.1,1.49,17.3,32.7,71.9,53.2,16.2,49.1,53.4,91.72,52.4,"6,145"
Memphis Grizzlies,66,41,25,3188.0,102.8,100.6,2.2,53.2,1.35,15.4,33.5,68.8,50.8,15.7,47.3,51.5,91.82,51.4,"6,099"
Atlanta Hawks,66,40,26,3233.0,104.2,100.4,3.8,61.0,1.61,17.6,27.9,70.3,49.3,15.1,50.0,53.5,90.88,52.6,"6,117"
Los Angeles Clippers,66,40,26,3193.0,107.5,104.8,2.7,56.8,1.58,16.6,33.1,69.2,50.7,14.7,50.2,53.3,89.98,51.7,"5,989"
Boston Celtics,66,39,27,3188.0,100.1,97.5,2.6,66.5,1.59,18.8,24.5,68.6,47.8,16.2,49.6,53.5,91.11,53.5,"6,055"
Denver Nuggets,66,38,28,3208.0,108.3,105.1,3.2,61.5,1.56,17.9,31.6,70.5,51.5,16.0,51.6,55.6,95.03,52.7,"6,346"
Orlando Magic,66,37,29,3193.0,104.0,103.4,0.6,58.1,1.34,16.1,30.6,72.0,51.0,16.5,50.6,53.3,89.75,49.3,"5,978"
Dallas Mavericks,66,36,30,3213.0,102.1,100.9,1.1,57.5,1.49,16.5,26.8,71.4,49.3,14.9,48.9,52.7,92.61,51.0,"6,195"
New York Knicks,66,36,30,3188.0,103.5,100.2,3.2,56.2,1.26,15.6,30.9,70.2,50.3,16.9,49.2,53.3,93.91,52.0,"6,242"
Utah Jazz,66,36,30,3233.0,105.5,104.9,0.5,57.0,1.54,16.6,34.0,70.3,51.9,15.0,48.1,52.5,92.53,50.9,"6,236"
Philadelphia 76ers,66,35,31,3183.0,102.7,98.2,4.6,58.8,1.97,17.5,27.7,71.2,49.5,12.3,48.0,51.1,90.68,53.2,"6,016"
Houston Rockets,66,34,32,3213.0,104.2,104.0,0.2,56.4,1.47,16.4,30.9,69.2,49.9,15.4,49.2,52.9,92.82,49.7,"6,215"
Phoenix Suns,66,33,33,3168.0,105.2,105.2,-0.1,59.6,1.60,17.4,29.4,68.7,49.3,15.0,49.9,53.6,93.61,50.2,"6,173"
Milwaukee Bucks,66,31,35,3173.0,104.5,104.1,0.4,62.0,1.67,17.6,31.4,67.5,49.0,14.8,48.1,52.1,94.68,50.3,"6,256"
Portland Trail Blazers,66,28,38,3193.0,104.4,105.3,-0.9,56.2,1.44,16.1,30.3,69.1,49.3,15.2,48.8,53.1,92.24,49.4,"6,143"
Minnesota Timberwolves,66,26,40,3188.0,103.1,105.3,-2.2,54.8,1.29,15.1,31.1,69.3,50.2,16.0,47.7,52.4,94.44,48.3,"6,268"
Detroit Pistons,66,25,41,3193.0,100.0,105.0,-5.0,53.8,1.19,15.1,32.2,68.9,50.0,17.2,46.8,51.0,90.31,44.8,"6,000"
Golden State Warriors,66,23,43,3183.0,103.9,107.3,-3.4,59.1,1.61,17.4,25.6,65.8,46.0,14.7,50.5,53.9,93.78,47.2,"6,212"
Toronto Raptors,66,23,43,3193.0,99.6,103.6,-3.9,60.9,1.38,16.8,29.4,70.8,50.3,16.7,47.5,51.8,90.19,47.8,"6,008"
New Jersey Nets,66,22,44,3178.0,101.8,108.1,-6.3,58.0,1.32,15.8,31.4,67.7,48.9,16.5,47.3,51.6,91.26,44.8,"6,036"
Sacramento Kings,66,22,44,3183.0,102.9,108.7,-5.8,51.0,1.34,14.7,32.1,67.0,48.7,15.0,47.2,51.0,95.56,45.1,"6,333"
Cleveland Cavaliers,66,21,45,3193.0,100.0,107.6,-7.6,57.9,1.29,15.4,32.3,68.3,49.6,16.6,46.3,50.5,92.34,43.9,"6,140"
New Orleans Hornets,66,21,45,3188.0,99.9,103.9,-4.0,59.5,1.34,16.8,31.0,69.6,50.6,17.3,47.6,51.7,89.27,48.2,"5,924"
Washington Wizards,66,20,46,3173.0,100.0,104.9,-5.0,52.3,1.25,15.1,30.8,67.8,48.9,16.3,47.2,50.8,93.59,46.0,"6,182"
Charlotte Bobcats,66,7,59,3178.0,94.4,109.4,-15.0,60.5,1.39,16.0,28.5,67.8,47.4,15.7,43.9,48.3,91.86,41.1,"6,080"
Miami Heat,82,66,16,3976.0,111.4,103.2,8.2,60.0,1.65,18.4,26.4,67.8,48.5,15.1,55.2,58.8,91.26,56.4,"7,572"
Oklahoma City Thunder,82,60,22,3966.0,111.0,101.2,9.9,56.1,1.40,16.6,29.1,70.2,51.3,16.0,52.7,58.0,94.58,57.0,"7,808"
San Antonio Spurs,82,58,24,3976.0,107.0,100.3,6.7,64.1,1.71,19.1,24.3,71.5,49.3,15.3,53.1,56.8,95.31,55.1,"7,892"
Denver Nuggets,82,57,25,3981.0,109.3,104.2,5.1,60.0,1.60,17.8,34.5,67.5,51.3,15.7,51.5,54.9,95.92,53.8,"7,960"
Los Angeles Clippers,82,56,26,3946.0,109.8,102.8,6.9,62.0,1.64,18.4,32.3,69.7,51.2,15.9,52.6,55.7,91.83,54.8,"7,552"
Memphis Grizzlies,82,56,26,3961.0,103.6,99.1,4.5,57.9,1.50,16.5,34.4,70.2,52.0,15.5,47.2,51.4,89.56,53.1,"7,394"
New York Knicks,82,54,28,3946.0,109.8,105.4,4.5,52.7,1.60,15.6,29.1,70.8,49.4,13.2,51.5,55.0,90.68,51.2,"7,462"
Brooklyn Nets,82,49,33,3971.0,106.9,104.8,2.0,56.7,1.38,16.1,34.3,70.1,52.0,16.2,49.8,53.6,89.88,50.9,"7,433"
Indiana Pacers,81,49,32,3918.0,103.4,99.0,4.4,57.8,1.34,16.0,33.6,70.1,52.2,16.5,47.9,52.1,90.90,53.7,"7,420"
Golden State Warriors,82,47,35,3961.0,105.1,104.2,0.9,58.9,1.49,17.1,28.5,71.2,50.6,15.7,50.6,54.5,95.64,50.2,"7,893"
Chicago Bulls,82,45,37,3966.0,102.4,101.9,0.5,64.5,1.61,17.8,33.2,69.9,51.4,15.7,47.0,51.2,90.35,51.4,"7,460"
Houston Rockets,82,45,37,3956.0,108.8,105.3,3.5,60.9,1.41,17.3,30.5,71.0,50.9,16.9,52.5,56.4,96.89,51.0,"7,988"
Los Angeles Lakers,82,45,37,3951.0,107.0,105.9,1.1,59.8,1.48,16.8,30.9,70.2,51.0,15.7,51.2,54.8,95.08,51.3,"7,830"
Atlanta Hawks,82,44,38,3971.0,103.7,103.4,0.3,65.1,1.65,18.8,25.4,70.1,48.2,15.7,51.7,54.6,93.56,50.9,"7,744"
Utah Jazz,82,43,39,3976.0,105.4,105.6,-0.2,61.0,1.54,17.4,32.9,69.7,51.0,15.9,49.2,53.3,92.05,50.4,"7,629"
Boston Celtics,81,41,40,3968.0,102.2,102.6,-0.5,61.4,1.56,17.9,24.6,69.0,47.7,15.4,50.3,54.2,92.46,50.7,"7,652"
Dallas Mavericks,82,41,41,3996.0,104.7,105.4,-0.6,59.9,1.67,17.7,25.9,69.8,48.4,14.4,50.6,54.4,95.09,50.2,"7,917"
Milwaukee Bucks,82,38,44,3966.0,102.5,104.2,-1.7,60.0,1.62,17.0,31.5,67.8,49.1,14.6,47.6,51.0,95.65,48.8,"7,909"
Philadelphia 76ers,82,34,48,3951.0,101.0,104.7,-3.7,61.0,1.74,17.7,29.1,69.5,48.9,14.1,48.1,50.9,91.88,47.4,"7,566"
Toronto Raptors,82,34,48,3996.0,105.0,106.4,-1.4,59.2,1.57,16.9,29.6,68.8,49.0,14.8,48.8,53.2,91.26,48.4,"7,591"
Portland Trail Blazers,82,33,49,3971.0,104.5,107.9,-3.4,59.3,1.48,17.0,29.4,70.2,49.5,15.7,49.8,53.6,92.46,46.8,"7,649"
Minnesota Timberwolves,82,31,51,3946.0,101.8,104.0,-2.2,62.4,1.51,17.1,31.2,70.2,50.0,15.7,47.3,51.6,93.94,49.4,"7,712"
Detroit Pistons,82,29,53,3961.0,102.7,107.2,-4.5,58.5,1.40,16.6,32.4,69.5,50.6,16.4,48.7,52.1,91.68,46.7,"7,571"
Washington Wizards,82,29,53,3971.0,99.3,101.6,-2.3,61.0,1.43,16.9,27.9,70.6,49.1,16.1,47.5,51.2,93.23,48.1,"7,699"
Sacramento Kings,82,28,54,3966.0,105.3,110.0,-4.7,55.3,1.42,16.0,30.6,67.3,48.5,15.4,49.1,53.2,94.65,45.4,"7,804"
New Orleans Hornets,82,27,55,3956.0,104.5,108.9,-4.4,58.2,1.44,16.7,33.2,70.5,51.4,16.2,48.9,52.8,89.50,46.4,"7,379"
Phoenix Suns,82,25,57,3961.0,100.2,106.9,-6.7,60.6,1.45,17.1,30.8,68.7,49.1,16.4,47.7,51.2,94.48,45.8,"7,793"
Cleveland Cavaliers,82,24,58,3946.0,103.2,108.2,-5.0,56.6,1.47,15.9,32.6,69.5,50.0,15.0,47.3,51.4,93.25,45.0,"7,666"
